Zoning,the_geom
ES-R,"MULTIPOLYGON (((-122.24700762162131 37.87034452877107, -122.24692448396787 37.87034576128895, -122.24677861978012 37.87033143996196, -122.24662235770886 37.87031727093203, -122.24648463068222 37.87029219663993, -122.24644028004855 37.87024821550937, -122.24614037674472 37.86994638888992, -122.2464856974806 37.86996943419429, -122.24691370287935 37.869973405692924, -122.24753278325083 37.870032093110595, -122.24756224953467 37.870047044574875, -122.24761329786874 37.870326990368284, -122.24757230077799 37.8703516310231, -122.24753103347302 37.87036460543376, -122.24748442862345 37.87037216365727, -122.24738906904972 37.87036876776738, -122.24723982645688 37.87035861506396, -122.24709067689197 37.870351893979525, -122.24706791842931 37.870341937437225, -122.24700762162131 37.87034452877107)))"
R-1A,"MULTIPOLYGON (((-122.29591913589873 37.869325877894084, -122.29682438202894 37.869147981175864, -122.29691860062802 37.869461060966685, -122.29676172724528 37.869493657568086, -122.29659450417186 37.86952779417454, -122.29642377347766 37.869560611719194, -122.29628594671378 37.86959223048915, -122.29601693172037 37.869644394293886, -122.29598500938866 37.869541879156074, -122.29595117224292 37.86943252255837, -122.29591913589873 37.869325877894084)))"
R-4,"MULTIPOLYGON (((-122.2840247209586 37.86938676283964, -122.28373120441037 37.86942805434784, -122.28376636085555 37.86964131620253, -122.28208043992556 37.869849441389746, -122.28206590822631 37.869749405308966, -122.28205543499935 37.869674024943365, -122.28203881776764 37.869486804486485, -122.2823739032807 37.86944466334774, -122.28257771954114 37.869418926201874, -122.28269001852279 37.86940555704571, -122.28279883793215 37.869392235534704, -122.28291454424983 37.86937675761676, -122.28304751997787 37.869358959371176, -122.28399057275774 37.86923895589486, -122.2840247209586 37.86938676283964)))"
ES-R,"MULTIPOLYGON (((-122.24805154445347 37.87017629817423, -122.24797040356142 37.870188486754294, -122.24785483104012 37.87021011219307, -122.2477330056165 37.8702599827677, -122.24764235669352 37.870310076783554, -122.24759978624529 37.87004771438308, -122.24758556792878 37.87003212627523, -122.24759731363143 37.87001616061953, -122.24761105587986 37.87001114623557, -122.24765110343746 37.87001948538262, -122.24768726459052 37.87001001902041, -122.24771275250542 37.869989038958266, -122.24776949316907 37.86989687635718, -122.24779789982667 37.86985250074496, -122.24781414686272 37.86980693614823, -122.24781739160179 37.86979727566466, -122.24782881635285 37.86969410400462, -122.24784354481272 37.869584022071564, -122.24786174274286 37.86947387307129, -122.24828849834688 37.869350815823395, -122.2484157910821 37.86931253861472, -122.24877364742926 37.8692062972077, -122.24880378369853 37.86923537496367, -122.24882742751164 37.86928309234315, -122.24884068889958 37.86933096249045, -122.24883282847117 37.869365411047404, -122.24882992536237 37.86938880670779, -122.24881334780231 37.86942063637439, -122.24879344460335 37.86945801344416, -122.24877702747291 37.86949671466833, -122.2487692921824 37.86953596609555, -122.24875661467495 37.869586290789876, -122.24875439417055 37.86963920086475, -122.24875530344399 37.869677635450905, -122.24876548589816 37.869742029599344, -122.24877548404774 37.869798878766936, -122.24878343159543 37.86984202244042, -122.24876877275187 37.8698813878647, -122.24873489234905 37.869914161620244, -122.24869900685839 37.869935294568556, -122.24863015432155 37.86995416893288, -122.24854395344938 37.869971926688436, -122.24848543784896 37.86998858352481, -122.24842357277056 37.870010106198535, -122.24837233549871 37.87004107371767, -122.24832280398445 37.870071334226736, -122.24826991281371 37.870106452400144, -122.24819782042333 37.87013498703675, -122.24813250110482 37.87015656050305, -122.24805154445347 37.87017629817423)))"
R-3,"MULTIPOLYGON (((-122.29486367054875 37.869596707510006, -122.29482228037963 37.869461364341454, -122.29479990261028 37.86939578561404, -122.2947531679427 37.86925435101181, -122.29471560487882 37.86913406158954, -122.29467629846 37.86901311277824, -122.2955434337299 37.86883511519745, -122.29558146482076 37.86897461958263, -122.29563174492793 37.869119441409374, -122.29566211209548 37.869228854404014, -122.29569400230245 37.86932930908421, -122.29572757892028 37.8694283664731, -122.29486367054875 37.869596707510006)))"
R-1A,"MULTIPOLYGON (((-122.29702951243051 37.86910503015766, -122.29783641476237 37.86894373913157, -122.29786839668752 37.86904830638691, -122.29793578806024 37.869255352279566, -122.2976324265468 37.869319721723855, -122.29737905197905 37.869373709735115, -122.29713246468825 37.86942141064063, -122.29702951243051 37.86910503015766)))"
R-2A,"MULTIPOLYGON (((-122.28730389182579 37.8692005136551, -122.28650770912772 37.86930389649535, -122.28639716460873 37.869317924806005, -122.28427457207445 37.86959380642994, -122.28425501265384 37.86950070793171, -122.28419963346894 37.86921519056581, -122.2843118750228 37.86919976321136, -122.28442410629955 37.869184335687194, -122.28453635803426 37.86916890412431, -122.28463998806541 37.869155666991254, -122.28474887744497 37.869145089887304, -122.2848559199101 37.869129739935005, -122.28496474878705 37.8691164164755, -122.28516855308018 37.86909067476252, -122.28534471063716 37.86906740927526, -122.28552957270075 37.86904607013465, -122.2856694705888 37.86902816086281, -122.28577652293869 37.869012810131636, -122.28590954411499 37.86899705710998, -122.28635171899028 37.86894161831195, -122.28646922426014 37.86892884897175, -122.28652782924677 37.86891628635301, -122.28666599196879 37.86889840593765, -122.28678693719293 37.86888490273964, -122.2869078409182 37.86886933069888, -122.28702705131913 37.868855861360316, -122.28722567592042 37.86883018610748, -122.28724535637595 37.86892808695753, -122.28726477432926 37.86901500306009, -122.28728441841338 37.869110847381386, -122.28730389182579 37.8692005136551)))"
C-1,"MULTIPOLYGON (((-122.28934879882652 37.86893673823219, -122.28942349558726 37.86930436632629, -122.28758934632376 37.86954296643422, -122.28751315863192 37.86918498104929, -122.28934879882652 37.86893673823219)))"
R-2,"MULTIPOLYGON (((-122.28000012380426 37.86957799284602, -122.27979811139326 37.86960644989798, -122.27978348065659 37.86943018794156, -122.27977392740836 37.86932046024818, -122.27976290443863 37.86922243675684, -122.27975299534668 37.86909828845637, -122.27973825714182 37.86898931991921, -122.27972278968925 37.868850155423424, -122.27970569080759 37.86871513409725, -122.27969591761675 37.868596486300106, -122.27968277836534 37.86848200350834, -122.27967159225331 37.868377112500696, -122.27966051449489 37.86827633475094, -122.27964575250867 37.868166684665745, -122.27961965652263 37.86794528021099, -122.27976944578359 37.86790661590368, -122.27992449024919 37.86786994656116, -122.28007098345601 37.867838213379464, -122.28022081001751 37.86780092770109, -122.28048783262808 37.867737845226095, -122.28050541447966 37.86789277536568, -122.28052023796509 37.868005171516735, -122.28053130310178 37.8681052596288, -122.28054861333361 37.868249204942195, -122.28055650859339 37.868361704755124, -122.28056764429046 37.86846454313285, -122.28058233723083 37.8685714428374, -122.28059384645648 37.86869006872847, -122.28060509411354 37.86879771392367, -122.28061422859456 37.86888959341439, -122.28062327882871 37.868978037112164, -122.28063419445073 37.86907195538974, -122.2806491267586 37.86918846071052, -122.28066091665937 37.86931875688057, -122.28067898970778 37.86949427727775, -122.28054076779199 37.86951009399396, -122.28036807197643 37.86953330449086, -122.28022992042007 37.86955186705861, -122.28010377402828 37.86956544932494, -122.28000012380426 37.86957799284602)))"
R-3,"MULTIPOLYGON (((-122.29591913589873 37.869325877894084, -122.29588546893653 37.86922338879396, -122.29584459080276 37.86910932991577, -122.29585497460319 37.86910848757152, -122.29583818558264 37.869059299578474, -122.295808337037 37.86897117061154, -122.29577624895886 37.868862477403496, -122.2957666053889 37.86882210487574, -122.2957573157289 37.86879615290212, -122.29665027888309 37.86861157708042, -122.29665769713347 37.86863205867249, -122.29667841782462 37.86870041756578, -122.296706315544 37.86877965647723, -122.29671570969317 37.86880972160263, -122.29675103602682 37.86890944215146, -122.29678850844982 37.869025609687384, -122.29682438202894 37.869147981175864, -122.29591913589873 37.869325877894084)))"
C-W,"MULTIPOLYGON (((-122.29440031434497 37.869063316800386, -122.29396421365469 37.86915508940859, -122.29400152583524 37.869265083892984, -122.29357220621846 37.869350576736444, -122.29346623979058 37.86898069102568, -122.29364363017378 37.86893678855527, -122.29431773915898 37.8688008768152, -122.29440031434497 37.869063316800386)))"
C-W,"MULTIPOLYGON (((-122.29065969116641 37.866543631058846, -122.29110007701587 37.86648613158537, -122.29119978046641 37.866812860339344, -122.29132384261474 37.86721544559998, -122.29098189050542 37.8672597691945, -122.29085889267928 37.86690112668893, -122.29081993133913 37.86679459303628, -122.29071115514054 37.866809289060406, -122.29065969116641 37.866543631058846)))"
ES-R,"MULTIPOLYGON (((-122.24874770147699 37.86999045199075, -122.24881341357815 37.86993771991304, -122.24884545785844 37.86990085022137, -122.24886185638391 37.869861467495994, -122.24886277816016 37.86982711662519, -122.24886013934544 37.869788699396786, -122.24884649767148 37.86972435619105, -122.24883686620637 37.86968329051848, -122.24883837831948 37.869600873972175, -122.2488458670067 37.86955063378229, -122.2488634627735 37.86948856238828, -122.24888834839582 37.86944219291944, -122.24893030348557 37.86938457607468, -122.24896198078989 37.869331914742574, -122.24897490462214 37.86929258689182, -122.24900932735075 37.86928245604549, -122.24896258424712 37.869136886919485, -122.24916959905573 37.86909948244135, -122.2492549790233 37.86908334942071, -122.24924563417055 37.86919906695052, -122.24920809445084 37.86940998513379, -122.24918455570389 37.86957573381804, -122.2491618028228 37.86967361355048, -122.24914119267562 37.86976603971251, -122.24912184627124 37.8698151051708, -122.24909739523319 37.86985797729541, -122.249061739819 37.86988871597646, -122.24901566774312 37.86991893395178, -122.24894946006381 37.86994590859977, -122.24886435428945 37.86996718185031, -122.24874770147699 37.86999045199075)))"
MUR,"MULTIPOLYGON (((-122.29888626167241 37.86829941369234, -122.29889013256766 37.86831583036965, -122.29899897049732 37.86866027005593, -122.29912024294926 37.86901756353816, -122.29871513148609 37.869101333323314, -122.29821003080663 37.86920517014205, -122.29802265733481 37.86862227007924, -122.2985158391777 37.86852754540343, -122.29850463656324 37.868422655981334, -122.29860691786399 37.86835379725984, -122.29888626167241 37.86829941369234)))"
C-1,"MULTIPOLYGON (((-122.29138382032993 37.86905351033831, -122.29123178244679 37.86907092746299, -122.29108502312035 37.86909168977824, -122.29090020920687 37.8691150942386, -122.29071533449184 37.86913575630891, -122.29061862875864 37.86914889856187, -122.29025252148982 37.8691977102429, -122.29003838647036 37.86922636732624, -122.28992954442312 37.869239005910536, -122.28963070777273 37.86927581054764, -122.28955241432142 37.86890274635878, -122.29118114281987 37.86869537828099, -122.29109065786244 37.86832044492391, -122.29121333608776 37.86830690704637, -122.2913152153045 37.86829300049849, -122.29140648049821 37.86862878351204, -122.29131314102868 37.86863775693902, -122.29138382032993 37.86905351033831)))"
ES-R,"MULTIPOLYGON (((-122.24628076221764 37.869580362842015, -122.24623545868552 37.86949588234524, -122.24614996296457 37.86932341736055, -122.24608990521988 37.86920070151463, -122.24602267628772 37.86906778802415, -122.24596250556212 37.869087223405934, -122.24592084061723 37.86901024499767, -122.24586921325164 37.8690247382957, -122.24595956588787 37.869183396178414, -122.24596259808003 37.869238286625006, -122.24594908861522 37.86925359594889, -122.24592202602933 37.8692814685302, -122.24588088217352 37.86929993066482, -122.24583265975953 37.869311635079974, -122.2456250557477 37.86932431381046, -122.24556103918532 37.869328008087415, -122.24540856925611 37.86932751765866, -122.24535309600728 37.8693262779352, -122.24528209200932 37.869327327499605, -122.24510542003716 37.86930849123401, -122.24500855289742 37.86845172552462, -122.24528255172012 37.868536942686134, -122.24535734476045 37.86854956519974, -122.2453645429901 37.86856112983354, -122.2453737475138 37.868583658008774, -122.24537938986913 37.86860280108645, -122.24540044996633 37.86861416660242, -122.24549904707267 37.86860789957179, -122.24569964641444 37.86859257234746, -122.24588599588839 37.86856028945711, -122.24600193756521 37.86855445350765, -122.24610947258384 37.868559733310484, -122.24618438058329 37.86857715811265, -122.24626132005652 37.86860761096225, -122.24632810678405 37.86864782599384, -122.2463757873336 37.86868625580825, -122.246411556625 37.86873379982498, -122.24644567410618 37.86878479286292, -122.24648973018539 37.868816418120936, -122.24654200878027 37.86882938653973, -122.2466269147714 37.86883018133674, -122.24672245638764 37.86884112686061, -122.24683223968249 37.868868346090125, -122.24693201206152 37.86891150540491, -122.24700588311788 37.86895848178488, -122.24707146767672 37.869021376898935, -122.24708033674031 37.86903016982889, -122.24717443077468 37.869273921295175, -122.24719832951875 37.86940609877718, -122.24722755230589 37.86954300691882, -122.24721921506381 37.86955686097732, -122.2471030450938 37.8697735216126, -122.24683258687827 37.86991279189999, -122.24651680281193 37.86989275137996, -122.24640233362015 37.86981409855459, -122.24635142934928 37.869711854319085, -122.24628076221764 37.869580362842015)))"
ES-R,"MULTIPOLYGON (((-122.24517280946196 37.8698999315292, -122.24512681927085 37.869485709060854, -122.24530458338042 37.869473257684376, -122.24547610950634 37.86947346479582, -122.24556258544422 37.86946737960748, -122.24564220206484 37.86946414625269, -122.24573219287694 37.86946006675051, -122.24581862834967 37.86945192482011, -122.2459013835524 37.86943490948095, -122.24591350585638 37.86943472755333, -122.24596546429828 37.86943396121227, -122.2460054556476 37.86944023615168, -122.24604911379454 37.86945469890047, -122.24608952709308 37.86947881395648, -122.24613185893966 37.86951046886279, -122.24620271308946 37.86965018680495, -122.24628066967486 37.86979736418816, -122.2462872058584 37.86982623065723, -122.24517280946196 37.8698999315292)))"
